country,country_code,year, tourism_receipts ,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures, gdp ,inflation,unemployment
Albania,ALB,2012," $1,623,000,000 ",3514000,45.64665762,3959000,23.47781353," $12,319,834,195.33 ",2.031592684,13.376
Andorra,AND,2012,,7900000,,,," $3,188,652,765.36 ",,
Arab World,ARB,2012," $70,933,565,986 ",122650455.8,5.420687818,,7.85904497," $2,795,312,711,245.16 ",4.611844322,10.68657637
United Arab Emirates,ARE,2012," $10,924,000,000 ",,,,," $384,610,125,384.03 ",0.6622689,
Argentina,ARG,2012," $5,665,000,000 ",6497000,6.005464449,8295000,10.15265345," $545,982,375,701.13 ",,7.217
Armenia,ARM,2012," $853,000,000 ",963000,29.23864998,965000,17.03246044," $10,619,320,682.95 ",2.558020078,17.511
American Samoa,ASM,2012,,22600.00038,,,," $640,000,000.00 ",,
Antigua and Barbuda,ATG,2012,,819000,,,," $1,327,107,407.41 ",3.376880443,
Australia,AUS,2012," $34,137,000,000 ",6032000,10.75103408,8212000,10.32033112," $1,547,532,281,116.40 ",1.762780156,5.225
Austria,AUT,2012,,24151000,,10960000,," $406,750,487,603.59 ",2.485675622,4.909
Azerbaijan,AZE,2012," $2,634,000,000 ",2484000,7.179874697,3874000,15.0462233," $69,679,944,504.20 ",1.066213397,5.19
Burundi,BDI,2012,,147000,,,," $2,333,341,334.46 ",18.16104531,
Belgium,BEL,2012," $13,704,000,000 ",7560000,3.364689246,9576000,5.419596705," $498,414,364,944.96 ",2.839663434,7.542
Benin,BEN,2012," $174,000,000 ",232000,9.272816829,,3.710720541," $11,141,358,105.99 ",6.744682533,
Burkina Faso,BFA,2012," $128,000,000 ",237000,3.891915229,,3.768067263," $12,561,015,156.57 ",3.818152403,
Bangladesh,BGD,2012," $105,000,000 ",160000,0.380558123,2273000,2.355032153," $133,310,747,603.48 ",6.217504221,
Bulgaria,BGR,2012," $3,975,000,000 ",8867000,12.16930488,3758000,3.172178375," $54,288,135,058.79 ",2.954568298,12.27
Bahrain,BHR,2012," $1,752,000,000 ",8062000,5.578011482,,3.786525094," $31,963,404,255.32 ",2.7573967,1.2
"Bahamas, The",BHS,2012," $2,333,000,000 ",5940000,63.4761775,,7.799922245," $10,720,400,000.00 ",1.97336756,14.02
Bosnia and Herzegovina,BIH,2012," $686,000,000 ",439000,12.32455511,,2.041274268," $17,226,735,995.69 ",2.05267452,28.01
Belarus,BLR,2012," $986,000,000 ",6130000,1.898402723,8427000,1.931729264," $65,685,890,438.89 ",59.21973602,0.5
Belize,BLZ,2012,,1028000,,,3.804687044," $1,909,400,000.00 ",1.300580745,
Bermuda,BMU,2012," $448,000,000 ",610000,32.00282162,,18.17715636," $6,378,188,000.00 ",,8.44
Bolivia,BOL,2012," $631,000,000 ",798000,5.147660788,788000,5.061039332," $27,084,497,481.91 ",4.515602914,2.066
Brazil,BRA,2012," $6,623,000,000 ",5677000,2.363853465,8497000,8.340769635," $2,465,227,803,011.57 ",5.40349914,7.251
Barbados,BRB,2012," $947,000,000 ",1053000,45.41285565,,4.528990372," $5,271,257,500.00 ",4.533347539,
Brunei Darussalam,BRN,2012," $92,000,000 ",,0.688381673,,8.748395244," $19,048,443,339.95 ",0.111766261,
Bhutan,BTN,2012," $93,000,000 ",105000,12.75659898,,5.712563185," $1,973,387,228.04 ",10.91965694,2.05
Botswana,BWA,2012," $515,599,976 ",,7.964326773,,3.744036433," $13,907,464,500.15 ",7.536902611,
Central African Republic,CAF,2012," $15,000,000 ",70800.00305,,,," $2,510,126,512.23 ",5.478295943,
Canada,CAN,2012,,25318000,,65175000,," $1,828,366,481,521.60 ",1.515678231,7.392
Central Europe and the Baltics,CEB,2012," $49,388,847,915 ",230513827.8,6.321326619,104157000,3.327423637," $1,362,237,950,388.93 ",3.334922677,9.957481748
Switzerland,CHE,2012," $19,564,000,000 ",8566000,4.266316802,20293000,4.686056401," $686,420,221,557.99 ",-0.692552018,4.491
Channel Islands,CHI,2012,,,,,," $9,455,340,154.12 ",,
Chile,CHL,2012," $3,158,000,000 ",4397000,3.525100391,3448000,2.642203187," $267,024,782,480.28 ",3.007448402,6.562
China,CHN,2012,,132405000,,83182000,," $8,532,185,381,680.59 ",2.619524326,4.1
Cote d'Ivoire,CIV,2012," $172,500,000 ",289000,1.316043607,,4.671757426," $36,302,302,877.30 ",1.304511199,7.223
Cameroon,CMR,2012," $377,000,000 ",817000,5.10501903,,8.186885109," $30,155,062,329.28 ",2.735296775,
"Congo, Dem. Rep.",COD,2012," $6,900,000 ",167000,0.076402972,,0.981031889," $29,306,235,285.26 ",9.721828063,4.485
"Congo, Rep.",COG,2012," $68,000,000 ",259000,0.661710094,161000,4.422519592," $17,692,911,296.30 ",5.010187731,10
Colombia,COL,2012," $4,409,000,000 ",2434000,6.375837611,3169000,6.317203407," $370,691,143,018.04 ",3.169301888,9.959
Comoros,COM,2012," $39,299,999 ",22799.99924,43.89024438,,11.28592332," $1,015,843,490.82 ",6.314744503,
Cabo Verde,CPV,2012," $452,000,000 ",482000,58.60952294,,11.26733918," $1,913,081,210.41 ",2.540396442,
Costa Rica,CRI,2012," $2,773,000,000 ",2542000,18.32638816,773000,3.922435035," $47,231,655,431.74 ",4.495453144,9.11
Caribbean small states,CSS,2012," $7,704,723,513 ",15540000,37.90493753,,," $32,709,956,406.13 ",2.41077704,
Cuba,CUB,2012," $2,614,000,000 ",2847000,,213000,," $73,141,000,000.00 ",,3.46
Curacao,CUW,2012," $676,000,000 ",908000,28.8466994,,11.41347155," $3,012,836,256.98 ",3.183987463,
Cayman Islands,CYM,2012," $489,000,000 ",1829000,,,," $4,291,004,524.02 ",1.188948452,6.21
Cyprus,CYP,2012," $2,603,000,000 ",2635000,18.88416866,1194000,9.226548289," $25,047,436,974.68 ",2.3890541,12.097
Czechia,CZE,2012," $8,174,000,000 ",25750000,5.16162954,5419000,3.07730574," $210,363,223,087.73 ",3.287623066,6.979
Germany,DEU,2012," $51,626,000,000 ",30411000,3.352831752,82729000,7.277544201," $3,597,896,500,945.31 ",2.008488848,5.372
Djibouti,DJI,2012," $20,500,000 ",60000,4.481445195,,4.085889341," $1,353,632,941.52 ",3.731209508,
Dominica,DMA,2012," $76,000,000 ",348000,36.34471716,,," $485,996,296.30 ",1.356771478,
Denmark,DNK,2012," $6,135,000,000 ",26402000,3.433022346,7843000,6.035228694," $326,792,574,244.96 ",2.397914857,7.798
Dominican Republic,DOM,2012," $4,687,000,000 ",4901000,31.09017943,418000,3.347597008," $60,681,535,652.54 ",3.694497079,6.722
Algeria,DZA,2012," $295,000,000 ",2634000,0.392350205,1911000,0.958605973," $227,143,746,075.93 ",8.891450911,10.97
East Asia & Pacific (excluding high income),EAP,2012,,211756290.5,,113847239.7,," $10,763,685,249,440.00 ",3.026963911,3.804189688
Early-demographic dividend,EAR,2012," $168,922,021,252 ",266770386.7,6.08928753,240569262.8,4.113145516," $10,268,569,123,152.00 ",5.018272542,5.029158302
East Asia & Pacific,EAS,2012,,341731569.3,5.839805319,275983951.2,4.494520791," $21,177,835,969,896.80 ",2.974607798,3.831840764
Europe & Central Asia (excluding high income),ECA,2012," $76,682,096,687 ",142150827.9,9.760416323,132546898.1,4.072140629," $1,654,300,745,953.37 ",3.316055667,8.402203776
Europe & Central Asia,ECS,2012," $482,223,198,886 ",944560917.6,5.172950928,585069762.8,5.773404312," $22,545,178,145,610.60 ",2.773338541,9.027035166
Ecuador,ECU,2012," $1,039,000,000 ",1272000,3.939648535,1022000,3.40581502," $87,735,048,000.00 ",5.10172181,3.235
"Egypt, Arab Rep.",EGY,2012," $10,823,000,000 ",11532000,22.26895165,5678000,4.414192858," $279,116,666,666.67 ",7.111729433,12.597
Euro area,EMU,2012," $289,621,811,362 ",520092217.3,5.125760006,259790000,5.653287964," $12,786,713,590,087.70 ",2.541544741,11.41972092
Eritrea,ERI,2012,,129000,,,,,,
Spain,ESP,2012,,98128000,,14916000,," $1,330,994,811,670.31 ",2.446127824,24.789
Estonia,EST,2012,,5007000,,1147000,," $23,237,406,116.40 ",3.933399873,10.021
Ethiopia,ETH,2012," $1,980,000,000 ",597000,33.02791572,,," $43,310,721,414.08 ",23.60041768,
European Union,EUU,2012," $347,053,535,670 ",759681881.5,5.103354259,365610235.1,5.366529018," $14,733,979,958,478.40 ",2.662841655,10.86337991
Fragile and conflict affected situations,FCS,2012," $23,906,290,396 ",32472105.73,4.816595541,,6.543723843," $1,862,136,657,810.92 ",5.912006025,
Finland,FIN,2012," $5,418,000,000 ",4226000,5.405106519,9978000,5.60048531," $257,443,384,492.97 ",2.808336226,7.689
Fiji,FJI,2012," $989,000,000 ",741000,40.7381117,132000,4.315349145," $3,972,028,104.47 ",3.423375234,9
France,FRA,2012," $63,975,000,000 ",197522000,8.044522639,29642000,6.00998948," $2,683,007,095,787.23 ",1.954195316,9.841
Faroe Islands,FRO,2012,,,,,," $2,427,200,388.92 ",,3.03
"Micronesia, Fed. Sts.",FSM,2012,,38299.99924,,,11.36047781," $327,248,700.00 ",5.01850353,
Gabon,GAB,2012," $39,500,000 ",,0.39314476,,7.292571529," $17,170,464,016.06 ",2.652418287,
United Kingdom,GBR,2012,,32221000,,66858000,," $2,707,089,726,614.64 ",2.573234797,8.279
Georgia,GEO,2012," $1,565,000,000 ",4106000,25.99202909,2734000,5.153707767," $16,894,392,033.23 ",-0.943658853,19.653
Ghana,GHA,2012," $1,154,000,000 ",903000,6.864135237,,4.436545442," $41,271,701,060.95 ",11.18634094,
Gibraltar,GIB,2012,,,,,,,,
Guinea,GIN,2012," $1,680,000 ",96000,0.080511823,,1.329829666," $7,638,044,556.85 ",15.2262941,
"Gambia, The",GMB,2012," $104,000,000 ",157000,37.85320782,,3.254361874," $1,415,004,738.27 ",4.254321998,10.346
Guinea-Bissau,GNB,2012," $6,800,000 ",35400.00153,4.443166511,,9.635436918," $1,049,412,177.11 ",2.130545803,
Equatorial Guinea,GNQ,2012,,,,,," $22,388,344,143.91 ",3.656620483,
Greece,GRC,2012," $14,665,000,000 ",,23.19891543,4681000,4.341841684," $238,841,140,018.23 ",1.501526962,24.731
Grenada,GRD,2012," $122,000,000 ",370000,29.54616176,,," $799,881,481.48 ",2.41077704,
Greenland,GRL,2012,,,,,," $2,609,678,486.37 ",,9.8
Guatemala,GTM,2012," $1,110,000,000 ",1491000,9.758324157,721000,5.179005418," $49,593,929,487.13 ",3.781807547,2.765
Guam,GUM,2012,,1308000,,,," $5,265,000,000.00 ",,12.2
Guyana,GUY,2012,,177000,,,," $4,063,088,535.76 ",2.391935213,
High income,HIC,2012," $871,559,959,487 ",1215900943,5.504611223,838746662.1,5.439535467," $51,803,547,767,852.50 ",2.662841655,7.834178704
"Hong Kong SAR, China",HKG,2012," $37,098,000,000 ",48615000,6.543989334,85276000,3.560202847," $262,628,865,879.70 ",4.053909509,3.285
Honduras,HND,2012," $683,700,012 ",1903000,10.25512603,1072000,5.345742954," $18,528,554,397.57 ",5.196186155,3.755
Heavily indebted poor countries (HIPC),HPC,2012," $14,148,822,902 ",20446470.38,8.80080533,,4.562788146," $586,349,743,998.45 ",6.314744503,
Croatia,HRV,2012," $8,912,000,000 ",47185000,38.09503259,5159000,4.13759127," $57,551,963,753.21 ",3.412073491,15.935
Haiti,HTI,2012," $447,000,000 ",959000,33.66370139,,11.27438974," $13,708,925,477.13 ",5.018041554,14.1
Hungary,HUN,2012," $6,149,000,000 ",43565000,5.559401022,16143000,2.387193749," $128,814,279,315.13 ",5.652145171,11.003
IBRD only,IBD,2012,,653441090,6.530617491,463213880.3,4.888289722," $25,306,389,172,545.80 ",4.279499996,4.927007192
IDA & IBRD total,IBT,2012,,733806691.5,6.611192722,604687544.2,4.950439114," $27,201,457,309,739.70 ",5.006863194,4.829477223
IDA total,IDA,2012," $28,635,139,135 ",58250533.32,7.634546141,,5.571240228," $1,895,068,137,193.89 ",5.596070143,
IDA blend,IDB,2012," $7,010,987,772 ",,3.699863975,,7.606694407," $946,685,763,995.53 ",4.357420476,
Indonesia,IDN,2012," $9,463,000,000 ",8044000,4.484693572,7454000,4.25334974," $917,869,913,364.92 ",4.279499996,4.468
IDA only,IDX,2012," $22,364,664,025 ",35988687.32,11.20642191,,4.378668983," $948,382,373,198.36 ",5.981721323,
Isle of Man,IMN,2012,,,,,," $6,690,228,371.67 ",,
India,IND,2012," $18,340,000,000 ",6578000,4.132071451,14920000,2.432624812," $1,827,637,590,410.41 ",9.478996914,3.222
Not classified,INX,2012,,,,,,,,
Ireland,IRL,2012," $9,255,000,000 ",7550000,3.93672241,6600000,3.010110706," $227,270,922,957.33 ",1.694741167,15.451
"Iran, Islamic Rep.",IRN,2012," $2,483,000,000 ",3834000,,,," $644,019,315,003.54 ",27.25681272,12.275
Iraq,IRQ,2012," $1,640,000,000 ",1111000,1.690024732,,3.724427072," $218,002,476,129.47 ",6.089096416,7.965
Iceland,ISL,2012,,765000,,358000,," $14,751,508,133.54 ",5.185899888,6
Israel,ISR,2012," $6,183,000,000 ",3520000,6.682243799,4349000,5.397098413," $262,917,911,696.94 ",1.679207194,6.762
Italy,ITA,2012,,76293000,,53338000,," $2,097,929,495,121.68 ",3.041363332,10.655
Jamaica,JAM,2012,,3306000,,,5.351025618," $14,807,086,555.53 ",6.873977087,8.695
Jordan,JOR,2012," $5,123,000,000 ",6314000,35.80683586,1567000,5.471046921," $31,634,561,690.14 ",4.515229567,12.2
Japan,JPN,2012," $16,197,000,000 ",8358000,1.772849108,18491000,4.036902891," $6,272,362,996,105.03 ",-0.04406451,4.358
Kazakhstan,KAZ,2012," $2,154,000,000 ",6163000,2.333512554,9066000,5.916176978," $207,998,568,865.79 ",5.19568369,5.29
Kenya,KEN,2012," $2,004,000,000 ",1711000,17.88420077,,," $56,396,704,671.58 ",9.377770035,
Kyrgyz Republic,KGZ,2012," $486,000,000 ",3393000,13.87735922,3621000,8.240212003," $6,605,142,884.36 ",2.768442365,4.67
Cambodia,KHM,2012," $2,663,000,000 ",3584000,30.00263807,792000,3.758072765," $17,826,536,699.80 ",2.934316093,1.279
Kiribati,KIR,2012,,,,,," $207,001,557.77 ",-3.045862928,
St. Kitts and Nevis,KNA,2012," $95,000,000 ",666000,19.83022168,,," $824,585,185.19 ",0.816089282,
"Korea, Rep.",KOR,2012," $18,731,000,000 ",11140000,2.650116561,13737000,3.457731144," $1,278,046,536,287.01 ",2.187071044,2.812
Kuwait,KWT,2012," $780,000,000 ",5729000,0.607101822,,22.21724675," $174,047,662,555.42 ",3.255146003,
Latin America & Caribbean (excluding high income),LAC,2012," $54,141,976,261 ",126982000,4.612384839,121265205,5.375454497," $5,297,867,570,045.92 ",4.111509811,6.361414192
Lao PDR,LAO,2012," $461,000,000 ",3330000,16.24895413,2052000,16.22154246," $10,192,846,339.40 ",4.255126778,
Lebanon,LBN,2012," $7,361,000,000 ",1366000,36.55883736,,14.07861705," $44,016,799,515.75 ",6.581474477,
Liberia,LBR,2012,,,,,," $2,791,614,000.00 ",6.831787034,
Libya,LBY,2012,,,,,8.144626971," $92,540,938,129.13 ",6.059803922,19.03
St. Lucia,LCA,2012," $337,000,000 ",889000,42.65444307,,," $1,598,207,407.41 ",4.177635871,19.06
Latin America & Caribbean,LCN,2012," $74,098,949,813 ",159170173.4,5.085949129,129608833,5.119601638," $6,210,848,401,059.53 ",3.781807547,6.397979223
Least developed countries: UN classification,LDC,2012," $16,578,249,163 ",26001684.94,7.338717686,,3.46126034," $825,499,413,430.93 ",6.377978656,
Low income,LIC,2012," $8,932,397,340 ",11790113.07,11.93652268,,3.316767419," $384,272,110,891.72 ",6.831787034,
Liechtenstein,LIE,2012,,62400.00153,,,," $5,456,102,482.29 ",,
Sri Lanka,LKA,2012," $1,756,000,000 ",1133000,12.93702749,1269000,5.610113883," $70,447,216,891.34 ",7.542913732,3.88
Lower middle income,LMC,2012," $92,259,215,009 ",136178040.8,7.25955019,,4.179887412," $4,460,333,855,933.93 ",5.83116601,3.828118496
Low & middle income,LMY,2012,,607553618.6,,527665336.7,4.501842942," $23,520,241,947,859.20 ",5.018041554,4.719356823
Lesotho,LSO,2012,,423000,,,9.313529873," $2,477,702,216.27 ",6.051436621,
Late-demographic dividend,LTE,2012,,413361747.6,,287320326,," $17,686,777,065,865.50 ",3.316055667,4.743858177
Lithuania,LTU,2012,,4979000,,4108000,," $42,709,372,066.86 ",3.089982771,13.365
Luxembourg,LUX,2012," $5,395,000,000 ",950000,5.281243189,1580000,3.882537012," $59,776,383,527.36 ",2.662841655,5.03
Latvia,LVA,2012,,5569000,,1830000,," $27,116,149,948.67 ",2.257789244,15.047
"Macao SAR, China",MAC,2012," $36,593,000,000 ",28082000,93.33906404,1291000,8.118381831," $43,189,721,376.98 ",6.107389283,1.97
St. Martin (French part),MAF,2012,,,,,,,,
Morocco,MAR,2012," $8,491,000,000 ",9830000,26.25652921,2323000,4.456175946," $106,937,392,311.13 ",1.287122401,8.99
Monaco,MCO,2012,,292000,,,," $5,742,749,294.01 ",,
Moldova,MDA,2012," $279,000,000 ",89000,10.30398605,146800.0031,6.98702284," $8,709,138,634.83 ",4.546334274,2.151
Madagascar,MDG,2012," $596,000,000 ",,20.90777207,,5.98911061," $11,578,975,061.95 ",5.713844342,0.599
Maldives,MDV,2012," $2,032,000,000 ",958000,81.73944836,,9.643852042," $2,886,163,997.21 ",10.88469566,
Middle East & North Africa,MEA,2012," $78,853,040,450 ",124595751.5,5.483856371,,7.6262815," $3,662,117,827,580.82 ",3.731209508,10.9077802
Mexico,MEX,2012," $13,320,000,000 ",76749000,3.362299692,87332000,2.613584845," $1,255,110,424,817.79 ",4.111509811,4.892
Marshall Islands,MHL,2012," $4,090,000 ",4599.999905,3.504619252,,13.69738004," $180,700,000.00 ",,
Middle income,MIC,2012,,589199451.6,,489487269.6,4.528308257," $23,137,075,094,884.20 ",4.541769678,4.768945379
North Macedonia,MKD,2012," $237,000,000 ",351000,5.470621204,,2.345716885," $9,745,261,300.58 ",3.316055667,31.096
Mali,MLI,2012," $144,000,000 ",134000,4.303770115,,4.148229925," $12,442,035,339.10 ",5.323128471,
Malta,MLT,2012,,2007000,,368000,," $9,609,532,088.89 ",2.375820578,6.203
Myanmar,MMR,2012," $550,000,000 ",1059000,5.819110928,,2.91594485," $59,937,796,648.22 ",1.467583227,
Middle East & North Africa (excluding high income),MNA,2012," $42,877,446,813 ",53404835.82,11.8699344,,4.787227984," $1,782,876,979,918.12 ",6.089096416,11.88814338
Montenegro,MNE,2012," $860,000,000 ",1264000,50.5704048,,2.475655191," $4,087,526,241.81 ",4.14524725,19.808
Mongolia,MNG,2012," $215,000,000 ",624000,4.82930863,,6.264221737," $12,292,770,631.57 ",14.33033483,3.905
Northern Mariana Islands,MNP,2012,,401000,,,," $746,000,000.00 ",,
Mozambique,MOZ,2012," $224,000,000 ",2206000,4.819641644,,1.99179886," $16,688,114,144.07 ",2.60245457,
Mauritania,MRT,2012," $50,000,000 ",,1.794608188,,2.436380088," $6,728,208,836.22 ",4.902427272,9.865
Mauritius,MUS,2012," $1,778,000,000 ",984000,29.35418381,237000,5.219817879," $11,668,696,396.79 ",3.852160333,7.472
Malawi,MWI,2012," $35,000,000 ",770000,2.532749252,,3.758004286," $8,773,203,178.17 ",21.271265,
Malaysia,MYS,2012," $21,711,000,000 ",25033000,8.706123506,,6.109033234," $314,443,047,642.11 ",1.663571025,3.1
North America,NAC,2012," $248,930,130,172 ",197557890.6,8.696033522,181537219.4,4.990488903," $18,088,714,669,521.60 ",1.792507748,7.995551614
Namibia,NAM,2012," $416,000,000 ",1245000,8.537694811,,0.75213202," $13,042,053,591.69 ",6.721997773,16.771
New Caledonia,NCL,2012," $288,000,000 ",112000,14.78527938,121000,7.453061529," $9,659,151,917.40 ",1.749672346,
Niger,NER,2012," $51,000,000 ",94000,3.360323414,,4.830467146," $9,426,912,647.59 ",0.45508982,2.177
Nigeria,NGA,2012," $638,000,000 ",4673000,0.647559376,,11.42514686," $463,971,018,239.28 ",12.2242413,
Nicaragua,NIC,2012,,1233000,,979000,3.380747973," $10,531,980,451.18 ",7.193550533,5.208
Netherlands,NLD,2012," $17,675,000,000 ",11680000,2.625881517,18628000,3.403199484," $845,689,017,065.63 ",2.455547653,5.821
Norway,NOR,2012," $6,784,000,000 ",4538000,3.287633799,9250000,12.92716018," $512,777,309,841.00 ",0.696864111,3.129
Nepal,NPL,2012," $379,000,000 ",803000,19.65172189,862000,8.210020036," $21,703,100,877.13 ",9.459809804,
Nauru,NRU,2012," $1,000,000 ",,1.446812229,,3.601784748," $100,794,924.67 ",-0.124750499,
New Zealand,NZL,2012," $7,142,000,000 ",2574000,14.06202791,2172000,7.429576372," $176,210,710,655.21 ",1.059913184,6.931
OECD members,OED,2012," $754,917,816,337 ",1089410317,5.612618731,767313596.5,5.080135816," $48,769,425,142,265.20 ",2.529455209,8.099290673
Oman,OMN,2012," $1,723,000,000 ",1714000,3.142707126,3972000,4.77707988," $87,408,842,652.80 ",2.947734953,
Other small states,OSS,2012,,36199883.01,,,," $157,526,649,386.15 ",4.039323561,
Pakistan,PAK,2012," $1,014,000,000 ",966000,3.231975521,,3.785121263," $250,106,966,104.70 ",9.682351861,3.667
Panama,PAN,2012," $4,585,000,000 ",2086000,14.74660603,447000,1.83697257," $41,595,439,700.00 ",5.698199592,3.714
Peru,PER,2012," $3,074,000,000 ",3642000,5.913460069,2296000,3.919808492," $192,650,021,648.58 ",3.611212949,3.238
Philippines,PHL,2012," $4,963,000,000 ",4273000,7.427028991,,8.973128442," $261,920,540,972.10 ",3.026963911,3.504
Palau,PLW,2012," $109,000,000 ",120000,82.80660183,,10.54014863," $215,762,400.00 ",3.614180479,
Papua New Guinea,PNG,2012,,175000,,,2.388822511," $21,295,168,665.72 ",4.537205082,
Poland,POL,2012," $11,704,000,000 ",67390000,5.335594488,48290000,3.990774329," $498,148,649,702.66 ",3.560371517,10.031
Pre-demographic dividend,PRE,2012," $13,233,225,046 ",21339533.62,3.172141622,,5.440058383," $1,321,869,628,378.18 ",6.441212809,
Puerto Rico,PRI,2012," $3,193,000,000 ",4197000,,876000,," $101,564,800,000.00 ",,14.5
